Symbol,Neg Sent Signal compound,Neg Sent Signal neg,Neg Sent Signal neu,Neg Sent Signal pos,Pos Sent Signal compound,Pos Sent Signal neg,Pos Sent Signal neu,Pos Sent Signal pos,Mean Sent Len,Sent Count,Pos Mean Sent Len,Pos Sent Count,Neg Mean Sent Len,Neg Sent Count,Q1,Q2,Q3,Q4,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,MKT0,MKT1,MKT2,MKT3,MKT4,MKT5,MKT6,MKT7,MKT8,MKT9,MKT10,MKT11,MKT12,MKT13,Name Words,Name Length,Offer Amount,Price,Shares,1D,1W,1M,3M
DLTH,-0.33136309523809526,0.19224999999999998,0.7208333333333331,0.08688095238095239,0.8179749999999999,0.015404761904761905,0.64375,0.3408690476190476,316.88556021569804,1669.0,186.79761904761904,84.0,221.5952380952381,84.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,20,80000004.0,12.0,6666667,0.102307692,0.122307692,0.115384615,0.238461538
DNJR,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,6200000.0,4.0,1550000,-0.059615385,-0.098076923,-0.078846154,0.421153846
DNKN,-0.34211562500000003,0.17962499999999995,0.7403359375,0.079984375,0.8059893939393941,0.013962121212121214,0.6365378787878788,0.3494772727272726,326.0102817974105,2626.0,168.59848484848484,132.0,229.640625,128.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,26,422750000.0,19.0,22250000,0.16839996,0.1,0.034,0.0996
DNLI,-0.5224451388888888,0.21952777777777788,0.7297083333333334,0.05073611111111111,0.8143234482758622,0.014455172413793101,0.6593310344827584,0.32621379310344834,335.23498964803315,2898.0,217.94482758620688,145.0,211.70833333333334,144.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,24,249999984.0,18.0,13888888,-0.001392065,-0.106728497,-0.236194907,0.00696065
DNO,-0.5833279999999998,0.32305999999999996,0.6320600000000001,0.04494,0.75298,0.025099999999999997,0.6447600000000001,0.33014000000000004,310.7179236043095,1021.0,152.86,50.0,182.68,50.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,32,1305000000.0,52.2,25000000,-0.027772148,-0.064666038,-0.164698918,-0.085793015
DOC,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,23,119999993.0,11.5,10434782,0.004347826,0.014782609,0.019130435,0.104347826
DOMO,-0.4939155963302752,0.22390825688073404,0.7075596330275229,0.06856880733944953,0.8006816513761468,0.008605504587155966,0.6402018348623851,0.35119266055045884,344.3593391463974,2179.0,191.3394495412844,109.0,236.44954128440367,109.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,193200000.0,21.0,9200000,0.06848743985241335,,,
DOVA,-0.5075523809523808,0.20885714285714285,0.7662857142857143,0.024952380952380955,0.7514818181818181,0.004636363636363636,0.6942727272727272,0.30109090909090913,406.0979498861048,439.0,169.77272727272728,22.0,155.9047619047619,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,26,75055000.0,17.0,4415000,0.049350701,0.21558441600000008,0.027012987,0.267532468
DPLO,-0.39172499999999977,0.1988275862068966,0.7208189655172413,0.08035344827586212,0.8098128205128211,0.014376068376068377,0.6266666666666667,0.3589572649572649,326.5194361384024,2341.0,181.55555555555554,117.0,196.16379310344828,116.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,23,173333329.0,13.0,13333333,-0.006875,0.239375,0.30625,0.637500063
DPZ,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,339107006.0,14.0,24221929,-0.035714286,-0.034285714,-0.021428571,0.090714286
DQ,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,21,76000000.0,9.5,8000000,0.027054067,0.292585119,0.367735416,0.036072123
DRAD,-0.4566082352941174,0.2917647058823529,0.6599411764705883,0.04829411764705883,0.751903488372093,0.014872093023255815,0.671848837209302,0.3132906976744186,283.2149970708846,1707.0,183.08139534883722,86.0,131.41176470588235,85.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,66000000.0,12.0,5500000,-0.018302829,-0.176372712,-0.247088186,-0.17221297800000002
DRH,-0.38179337748344333,0.2434834437086093,0.6904834437086094,0.06603973509933775,0.7142999999999996,0.04266887417218543,0.6316622516556293,0.3256953642384104,308.56173044925123,3005.0,161.49006622516555,151.0,144.80794701986756,151.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,26,273913500.0,10.5,26087000,0.006641366,0.046489564,0.067362429,0.130929791
DRNA,-0.5412736363636362,0.23323636363636366,0.7102454545454543,0.056554545454545455,0.8008072072072066,0.014432432432432427,0.6651441441441439,0.32041441441441426,315.2050701674966,2209.0,199.78378378378378,111.0,180.65454545454546,110.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,27,90000000.0,15.0,6000000,0.453333267,0.133333333,0.34566663299999995,-0.422333333
DRRX,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,84000000.0,12.0,7000000,-0.220149254,-0.182835821,-0.253731343,-0.246268657
DRYS,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,234000000.0,18.0,13000000,0.058823696,-0.135999864,-0.107437876,-0.515694991
DSW,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,267187500.0,19.0,14062500,0.020833333,0.058333333,0.089583333,-0.072083333
DUF,-0.3334899999999998,0.2261083333333333,0.7163083333333333,0.057691666666666676,0.7700504132231403,0.00981818181818182,0.5965123966942151,0.39366942148760314,297.85239852398524,2439.0,137.84297520661158,121.0,130.73333333333332,120.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,18,132800000.0,16.0,8300000,0.07058829400000001,0.202941235,0.235294118,0.099411824
DVAX,-0.4221636363636363,0.2076060606060606,0.7283787878787876,0.06406060606060605,0.7722196969696971,0.02298484848484848,0.6568030303030303,0.32025757575757574,284.29294478527606,1304.0,245.34848484848484,66.0,145.0151515151515,66.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,25,45000000.0,7.5,6000000,0.149397614,0.053012072,-0.060240964,-0.190361482
DXCM,-0.5133274999999997,0.29696250000000013,0.6700625,0.0329875,0.7639175,0.011787500000000001,0.6747874999999998,0.31342499999999973,267.95160276555623,1591.0,175.8875,80.0,107.0125,80.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,56400000.0,12.0,4700000,-0.035596026,-0.122516556,-0.048013245,-0.006622517
EAGLU,-0.26651052631578936,0.17386842105263156,0.7419868421052631,0.0841842105263158,0.7796644736842104,0.015302631578947368,0.6820131578947368,0.30268421052631583,390.7940397350993,1510.0,212.5921052631579,76.0,193.5,76.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,32,300000000.0,10.0,30000000,-0.0049603170000000005,-0.007936508,-0.007936508,0.003968254
EARN,-0.36821521739130425,0.2375652173913044,0.6711739130434782,0.09130434782608696,0.8818695652173917,0.006217391304347826,0.6171521739130437,0.3766521739130435,372.794731064764,911.0,249.32608695652175,46.0,181.1086956521739,46.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,35,129000000.0,20.0,6450000,0.011052579,0.025263158,0.005263158,-0.192631579
EARS,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,24,56400000.0,6.0,9400000,-0.014754098,0.075409836,-0.021311475,-0.262295082
EBIO,-0.3000857142857144,0.697047619047619,0.2633809523809523,0.039714285714285716,0.7026045454545454,0.030272727272727274,0.6746363636363637,0.29513636363636364,350.3448275862069,435.0,217.22727272727272,22.0,55.95238095238095,21.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15,50000000.0,10.0,5000000,0.033816425,0.092753623,0.549758551,0.224154589
EBS,-0.45241214285714254,0.3206785714285714,0.6453857142857138,0.03395,0.6728602836879435,0.020120567375886526,0.65768085106383,0.32219148936170217,293.3548273431994,2838.0,137.24113475177305,141.0,109.36428571428571,140.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,26,62500000.0,12.5,5000000,-0.056,-0.1152,-0.2,0.2016
EBSB,-0.4123515789473683,0.22514736842105262,0.7104631578947368,0.06434736842105264,0.7327608247422681,0.029577319587628867,0.6243402061855672,0.34605154639175245,316.1951219512195,1927.0,159.35051546391753,97.0,172.65263157894736,95.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,31,100500000.0,10.0,10050000,0.162227716,0.150121081,0.157385062,0.198547026
ECHO,-0.3556940298507456,0.43128358208955214,0.5484925373134327,0.020231343283582087,0.7215022388059699,0.0196044776119403,0.5950149253731342,0.38536567164179125,263.9029962546816,2670.0,124.18656716417911,134.0,49.559701492537314,134.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27,79800000.0,14.0,5700000,0.042105263,-0.040601504,-0.007518797,-0.04887218
ECOM,-0.41260588235294104,0.21229411764705888,0.712308823529412,0.07539705882352941,0.8104966292134834,0.011786516853932583,0.6641910112359551,0.32404494382022464,320.8086662915025,1777.0,196.91011235955057,89.0,186.02941176470588,68.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,80500000.0,14.0,5750000,0.072727216,-0.034090909,-0.114772727,0.7159091479999999
ECOR,-0.6162143939393936,0.2705,0.6861893939393939,0.043333333333333335,0.8137666666666661,0.006767441860465117,0.6571550387596898,0.336046511627907,336.3481397114655,2634.0,200.58139534883722,129.0,151.40151515151516,132.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,78000000.0,15.0,5200000,0.11111111111111116,-0.03000005555555552,,
ECT,-0.2623838095238095,0.20054285714285716,0.6998095238095242,0.09962857142857143,0.8569999999999994,0.010247619047619052,0.6067047619047621,0.3830857142857143,354.9928469241774,2097.0,230.28571428571428,105.0,190.1238095238095,105.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,22,176050000.0,20.0,8802500,0.0005,0.025,-0.01000005,-0.008
ECYT,-0.5739127906976744,0.28101162790697687,0.6810465116279077,0.037953488372093024,0.7492662790697675,0.015744186046511628,0.6757093023255815,0.30855813953488376,290.22857142857146,1715.0,179.15116279069767,86.0,142.25581395348837,86.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,75000000.0,6.0,12500000,0.1953125,0.1296875,0.15625,0.875
EEX,-0.4397593749999997,0.18661458333333336,0.7443541666666665,0.06907291666666666,0.791944329896907,0.017484536082474224,0.6491237113402064,0.33337113402061874,337.4413291796469,1926.0,192.75257731958763,97.0,253.69791666666666,96.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,32,263500000.0,17.0,15500000,0.042780693,0.08663095800000001,0.178074857,0.189839509
EIDX,-0.5788268907563021,0.21629411764705886,0.730218487394958,0.053487394957983214,0.7714008695652174,0.015034782608695653,0.654313043478261,0.33063478260869567,343.99159663865544,2380.0,168.44347826086957,115.0,235.99159663865547,119.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,24,106250000.0,17.0,6250000,0.13350000000000015,0.018000049999999934,,
ELF,-0.47667641509433945,0.1941320754716981,0.7353679245283021,0.07052830188679245,0.7267936363636364,0.006372727272727272,0.5767545454545456,0.416890909090909,275.82538955087074,2182.0,103.68181818181819,110.0,239.91509433962264,106.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,19,141666661.0,17.0,8333333,0.069583333,0.093333333,0.117083292,0.209583375
ELLI,-0.4436108695652173,0.20117391304347837,0.7404891304347828,0.058369565217391305,0.8026249999999999,0.008793478260869564,0.6442065217391307,0.34699999999999986,352.31195652173915,1840.0,195.92391304347825,92.0,230.2173913043478,92.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,45000000.0,6.0,7500000,0.121666667,0.25,0.17,-0.078333333
ELMD,-0.5576367647058824,0.23941176470588238,0.7090441176470588,0.05151470588235294,0.7723859154929575,0.012422535211267608,0.6479718309859156,0.3395915492957748,284.0509554140127,1413.0,163.3943661971831,71.0,182.77941176470588,68.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,6800000.0,4.0,1700000,-0.014814815,-0.039506173,-0.135802469,-0.09382716
ELVT,-0.5898940740740742,0.24559999999999998,0.6917111111111112,0.06269629629629632,0.8195014492753622,0.01798550724637681,0.6275289855072463,0.3544420289855074,315.8674611773203,2769.0,201.47826086956522,138.0,219.71851851851852,135.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,20,80600000.0,6.5,12400000,0.085714286,0.107142857,0.118571429,0.138571429
EMES,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,25,127500000.0,17.0,7500000,-0.020710118,-0.008284024000000001,0.211242544,0.43964497
ENBL,-0.39777753303964775,0.2245242290748898,0.708334801762114,0.06715859030837004,0.760866808510638,0.016059574468085105,0.6391617021276594,0.34477021276595743,371.65852047556143,4542.0,182.3872340425532,235.0,169.76651982378854,227.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,29,500000000.0,20.0,25000000,0.06046507,0.065116279,0.088837209,0.190232558
ENPH,-0.45033979591836704,0.21143877551020407,0.7216836734693876,0.06692857142857142,0.8077938144329895,0.017041237113402063,0.6362164948453612,0.34676288659793825,343.97705252422236,1961.0,183.95876288659792,97.0,184.0612244897959,98.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,20,53818182.0,6.0,8969697,0.02,0.052000000000000005,-0.04,-0.15866666699999998
ENSG,-0.520376859504132,0.22995041322314058,0.7249421487603307,0.04511570247933883,0.7840959016393443,0.013295081967213117,0.6553770491803281,0.3313442622950819,302.21082854799016,2438.0,194.5327868852459,122.0,192.86776859504133,121.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17,64000000.0,16.0,4000000,0.025641086,0.046794847,0.032692261,-0.367948678
ENTA,-0.46099818181818153,0.21953636363636375,0.7127454545454543,0.06771818181818183,0.7748915887850466,0.015214953271028037,0.6661682242990652,0.3186074766355139,341.2479414455627,2186.0,204.89719626168224,107.0,184.15454545454546,110.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,26,56000000.0,14.0,4000000,0.210889042,0.170227429,0.433494073,0.163335562
ENTX,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,11200000.0,8.0,1400000,-0.16986301369863022,,,
EOLS,-0.5559438095238094,0.22097142857142865,0.7177714285714287,0.061219047619047624,0.7902076190476194,0.014752380952380949,0.6631619047619048,0.32207619047619046,359.56076555023924,2090.0,222.73333333333332,105.0,215.55238095238096,105.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,60000000.0,12.0,5000000,0.048888889000000005,0.027555556,-0.038222222,-0.161777778
EPRT,-0.42568451612903263,0.18786451612903216,0.7448129032258061,0.06734838709677415,0.8021634615384615,0.01740384615384615,0.6712243589743592,0.31140384615384614,376.3375040102663,3117.0,235.2948717948718,156.0,238.61935483870968,155.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,39,455000000.0,14.0,32500000,0.01927353595255754,0.012601927353595329,,
EQIX,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,240000000.0,12.0,20000000,0.026956895,-0.017160751999999998,0.083333333,-0.274509804
EQM,-0.335511797752809,0.1991797752808989,0.7169325842696631,0.08383707865168544,0.6843630681818185,0.025142045454545448,0.6093806818181818,0.3654715909090911,370.21993224167136,3542.0,156.03977272727272,176.0,184.34831460674158,178.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,26,262500000.0,21.0,12500000,0.02173913,0.043478261,0.16913039100000002,0.310869565
ERII,-0.3563872093023253,0.23363953488372097,0.7061860465116276,0.060197674418604644,0.7721529411764705,0.017129411764705886,0.6501882352941176,0.33269411764705886,355.1892208553017,1707.0,241.24705882352941,85.0,209.86046511627907,86.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,119000000.0,8.5,14000000,-0.091818182,0.027272727000000004,0.018181818,-0.181818182
ERMS,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,28,11700000.0,6.5,1800000,-0.029411765,-0.05882352900000001,-0.078431373,-0.529411765
EROS,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22,55000000.0,11.0,5000000,-0.01981982,-0.009009009,-0.027027027,-0.048648649
ESNT,-0.5258642857142856,0.23624603174603184,0.7190158730158733,0.04473015873015871,0.7902330708661418,0.013748031496062994,0.6309055118110237,0.35537007874015714,329.38145956607497,2535.0,193.93700787401573,127.0,189.21428571428572,126.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,335072006.0,17.0,19710118,-0.027272727000000004,-0.004545455,0.000909091,0.118636409
ESQ,-0.4360430107526881,0.23790322580645157,0.6825483870967741,0.07958064516129033,0.7572666666666663,0.030129032258064518,0.6443225806451609,0.32554838709677425,345.7025282409898,1859.0,178.49462365591398,93.0,159.41935483870967,93.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,32,33094222.0,14.0,2363873,-0.042767296,-0.062893082,-0.069496855,-0.045283019
ESRT,-0.4822909803921573,0.22299215686274515,0.7163803921568627,0.06056862745098043,0.7778355468750002,0.010660156249999999,0.6744218749999998,0.31490625000000005,349.1081604962202,5159.0,219.18359375,256.0,186.91764705882352,255.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,31,929500000.0,13.0,71500000,0.008429119,0.022988506,0.072796935,0.179310345
ETE,-0.3441258555133081,0.22309125475285158,0.7015361216730043,0.07536882129277574,0.7548383458646614,0.022334586466165415,0.638687969924812,0.33897368421052637,329.8947566246946,5321.0,164.0300751879699,266.0,156.8212927756654,263.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,28,441000000.0,21.0,21000000,-0.011304348,-0.045652174,-0.052173913,0.07434782599999999
EVA,-0.39044347826086934,0.19978881987577643,0.7321180124223601,0.06808074534161489,0.7753666666666665,0.021018867924528298,0.6729622641509433,0.30599999999999994,392.42613283674734,3222.0,220.44025157232704,159.0,204.25465838509317,161.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,200000000.0,20.0,10000000,0.06949995,0.0675,0.045,-0.208
EVAC,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17,100000000.0,8.0,12500000,0.06195786900000001,-0.034696406,-0.07187112799999999,-0.14745972699999998
EVBG,-0.5344291262135922,0.24179611650485439,0.6776213592233008,0.08054368932038834,0.8106626168224299,0.022990654205607475,0.6245700934579441,0.35242056074766354,314.9891968060122,2129.0,205.70093457943926,107.0,221.6601941747573,103.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,90000000.0,12.0,7500000,0.406503984,0.361788618,0.242276423,0.37398374
EVC,-0.36601187499999993,0.26882500000000004,0.6922124999999999,0.038962500000000004,0.6588999999999998,0.011837499999999999,0.5864375000000002,0.40174374999999973,229.67897371714642,3196.0,101.63125,160.0,101.66875,160.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,31,759000000.0,16.5,46000000,-0.033557047,0.046979866,0.040268456,-0.167785235
EVEP,-0.292595588235294,0.2694044117647058,0.6499852941176468,0.08058088235294118,0.6992171428571424,0.038171428571428564,0.6568071428571424,0.3050214285714285,432.31800215594683,2783.0,224.05714285714285,140.0,132.36029411764707,136.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,23,78000000.0,20.0,3900000,-0.019900448,-0.052238855999999986,-0.016915423,0.117412886
EVER,-0.36084556962025327,0.19973417721518982,0.7207383966244726,0.07957805907173005,0.7983085020242914,0.01757894736842105,0.6153198380566806,0.3670931174089068,312.31875,4960.0,172.66396761133603,247.0,180.79324894514767,237.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,84375000.0,18.0,4687500,,,,
EVHC,-0.5816720930232557,0.23904651162790697,0.7126279069767442,0.04825581395348837,0.7864545454545453,0.016613636363636365,0.6480227272727274,0.3353636363636364,365.2451539338654,877.0,197.0681818181818,44.0,215.04651162790697,43.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,34,966000000.0,23.0,42000000,-0.01267327,-0.004752509,0.121980202,0.15405938800000002
EVTC,-0.36298474576271167,0.20686440677966103,0.7215338983050852,0.07161016949152545,0.8039805084745761,0.01805084745762712,0.623389830508475,0.3585593220338983,349.90916772285595,2367.0,200.38135593220338,118.0,195.17796610169492,118.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,505263180.0,20.0,25263159,-0.068649886,-0.100686499,-0.072311213,0.037528604
EYE,-0.36182499999999984,0.20356249999999998,0.7548750000000002,0.0415625,0.7565096774193546,0.012580645161290323,0.6036129032258065,0.38383870967741934,391.56847133757964,628.0,160.74193548387098,31.0,164.0625,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,30,347600000.0,22.0,15800000,1.777332096,2.0521564690000003,2.0220660980000003,3.135406219
EYEN,-0.5744918604651162,0.24352325581395345,0.7094883720930233,0.04697674418604651,0.7676317647058823,0.01683529411764706,0.6752000000000001,0.3079529411764705,338.7968291250734,1703.0,196.0235294117647,85.0,182.41860465116278,86.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,27300000.0,10.0,2730000,-0.005,-0.045,-0.048,-0.113
FAMI,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,6720000.0,4.0,1680000,0.420454545,0.363636364,0.477272727,0.909090909
FAT,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,24000000.0,12.0,2000000,-0.06796875,-0.08125,-0.296875,-0.29296875
FBM,-0.35959503105590035,0.2460496894409938,0.6859192546583857,0.0680248447204969,0.7717524691358025,0.019814814814814813,0.6459444444444448,0.33424691358024683,314.5065176908752,3222.0,195.79012345679013,162.0,165.8136645962733,161.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,35,179200000.0,14.0,12800000,-0.047468354,-0.017088608,0.010126582,0.015189937
FCB,-0.4395012658227845,0.21531645569620259,0.695474683544304,0.08917088607594935,0.8043144654088047,0.02764150943396226,0.6124025157232703,0.359949685534591,357.53168130489337,3188.0,195.61006289308176,159.0,219.1012658227848,158.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,28,165440000.0,22.0,7520000,0.015609756,0.037073171,0.103414683,0.107804829
FELP,-0.34809857142857203,0.2196809523809525,0.7099333333333333,0.07041904761904762,0.7640852380952378,0.01750476190476191,0.6592142857142856,0.32328571428571456,348.62761406844106,4208.0,180.9047619047619,210.0,169.2904761904762,210.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,350000000.0,20.0,17500000,-0.05,-0.0635,0.0205,-0.101
FET,-0.4183125925925927,0.20439259259259268,0.7433333333333333,0.052274074074074084,0.8006311111111114,0.015400000000000004,0.6337037037037037,0.35089629629629665,303.0755275823769,2701.0,180.56296296296296,135.0,189.27407407407406,135.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,31,378947320.0,20.0,18947366,-0.0244444,-0.026666667,-0.021777778,-0.112444489
